3,194,34.89167375,15.46662173,1,,,,0 SHIT IS BAD - get Orig Pos,85,117.8768054,150.88724468620882 SHIT IS BAD - get Orig Pos,1770
4,1112,81.25339847,60.42246957,1,,,,1 SHIT IS BAD - get Orig Pos,100,80.78271028,65.29195382109434 SHIT IS BAD - get Orig Pos,1398
5,533,27.62085811,16.70510018,1,,,,2 SHIT IS BAD - get Orig Pos,58,57.38572642,39.42076229283802 SHIT IS BAD - get Orig Pos,1728
6,1035,92.47472387,89.83298956,1,,,,10 SHIT IS BAD - get Orig Pos,58,47.1968989,30.036633236391996 SHIT IS BAD - get Orig Pos,1001
7,246,50.71112999,22.67877685,1,,,,11 SHIT IS BAD - get Orig Pos,84,60.18670348,34.84644336293622 SHIT IS BAD - get Orig Pos,1046
8,5070,67.10450297,88.76956817,1,,,,12 SHIT IS BAD - get Orig Pos,73,49.63487681,31.575560254074052 SHIT IS BAD - get Orig Pos,448
9,257,56.0335599,30.71277543,1,,,,13 SHIT IS BAD - get Orig Pos,80,122.1739592,162.069157311884 SHIT IS BAD - get Orig Pos,1906
20,1379,63.11809686,47.21500007,1,,,,14 SHIT IS BAD - get Orig Pos,59,42.52336449,16.0000294040893 SHIT IS BAD - get Orig Pos,599
21,2596,137.5773152,185.8568099,1,,,,15 SHIT IS BAD - get Orig Pos,70,51.97748513,26.14415633067906 SHIT IS BAD - get Orig Pos,1130
22,1847,106.5970688,120.8764656,1,,,,16 SHIT IS BAD - get Orig Pos,80,106.6939252,121.58909235724786 SHIT IS BAD - get Orig Pos,1909
23,1263,80.17820731,62.65473875,1,,,,17 SHIT IS BAD - get Orig Pos,94,55.39379779,30.58447186157897 SHIT IS BAD - get Orig Pos,528
29,1105,67.14740867,44.18314518,1,,,,18 SHIT IS BAD - get Orig Pos,121,93.06924384,80.46217313461943 SHIT IS BAD - get Orig Pos,1267
30,162,50.17353441,24.54190849,1,,,,19 SHIT IS BAD - get Orig Pos,98,154.2238743,471.0003801714041 SHIT IS BAD - get Orig Pos,1201
31,146,52.19923534,24.71932983,1,,,,24 SHIT IS BAD - get Orig Pos,81,62.80607477,38.5313098758953 SHIT IS BAD - get Orig Pos,1289
32,526,62.75382328,35.54156111,1,,,,25 SHIT IS BAD - get Orig Pos,82,62.26295667,35.437118850826266 SHIT IS BAD - get Orig Pos,1259
33,4650,181.1304163,295.6243684,1,,,,26 SHIT IS BAD - get Orig Pos,72,44.95305862,25.29096030823299 SHIT IS BAD - get Orig Pos,539
34,3584,98.92417162,98.96909991,1,,,,27 SHIT IS BAD - get Orig Pos,52,37.58878505,13.834851635067555 SHIT IS BAD - get Orig Pos,393
35,707,61.40293118,37.83760138,1,,,,28 SHIT IS BAD - get Orig Pos,74,44.86448598,22.992313101972105 SHIT IS BAD - get Orig Pos,525
36,2867,95.03313509,87.21660605,1,,,,45 SHIT IS BAD - get Orig Pos,55,59.98428207,38.14971523469036 SHIT IS BAD - get Orig Pos,2029
37,427,59.17374681,32.76851003,1,,,,46 SHIT IS BAD - get Orig Pos,109,104.9118522,113.65740642935009 SHIT IS BAD - get Orig Pos,1412
38,1674,111.9492353,144.0365473,1,,,,47 SHIT IS BAD - get Orig Pos,48,35.87085811,12.406639301352797 SHIT IS BAD - get Orig Pos,631
39,1378,90.90038233,97.78203254,1,,,,48 SHIT IS BAD - get Orig Pos,98,57.31775701,32.20430029384124 SHIT IS BAD - get Orig Pos,536
40,988,73.98959218,56.82535305,1,,,,49 SHIT IS BAD - get Orig Pos,116,83.28271028,62.81267194715084 SHIT IS BAD - get Orig Pos,1290
41,2286,80.52315208,75.68194986,1,,,,93 SHIT IS BAD - get Orig Pos,235,157.031011,479.8115725704777 SHIT IS BAD - get Orig Pos,690
42,82,38.17098556,14.31115384,2,,,,94 SHIT IS BAD - get Orig Pos,158,79.18585387,82.36446395795656 SHIT IS BAD - get Orig Pos,496
43,2143,122.4592184,135.4182052,1,,,,95 SHIT IS BAD - get Orig Pos,95,56.91482583,29.58692837634644 SHIT IS BAD - get Orig Pos,549
44,78,37.58878505,13.83485164,8,,,,109 SHIT IS BAD - get Orig Pos,65,55.67077315,30.341912047116544 SHIT IS BAD - get Orig Pos,1724
50,2956,121.106627,186.7368266,1,,,,110 SHIT IS BAD - get Orig Pos,92,62.78887001,41.65418822806338 SHIT IS BAD - get Orig Pos,1076
51,3181,76.11236194,70.78768733,1,,,,111 SHIT IS BAD - get Orig Pos,90,73.47833475,53.33574342988454 SHIT IS BAD - get Orig Pos,1563
52,147,51.5915463,23.35315635,1,,,,134 SHIT IS BAD - get Orig Pos,67,59.59090909,33.59009395391523 SHIT IS BAD - get Orig Pos,1817
53,2639,119.3920986,129.1463872,1,,,,135 SHIT IS BAD - get Orig Pos,59,66.59515718,43.796359997372555 SHIT IS BAD - get Orig Pos,2052
54,3387,106.4141886,105.7178282,1,,,,136 SHIT IS BAD - get Orig Pos,83,136.0348343,198.88533277244792 SHIT IS BAD - get Orig Pos,1753
55,986,41.8940102,32.05788133,1,,,,137 SHIT IS BAD - get Orig Pos,39,35.97005098,11.725810955462517 SHIT IS BAD - get Orig Pos,2304
56,22003,107.5713679,336.2239472,1,,,,141 SHIT IS BAD - get Orig Pos,108,140.8014019,177.01430570590261 SHIT IS BAD - get Orig Pos,1720
57,353,46.78568394,24.0173169,1,,,,142 SHIT IS BAD - get Orig Pos,96,93.33305013,105.53413096689611 SHIT IS BAD - get Orig Pos,1503
58,1801,110.336661,119.9132806,1,,,,149 SHIT IS BAD - get Orig Pos,83,83.94817332,66.15717452025523 SHIT IS BAD - get Orig Pos,1787
59,1879,76.92672048,73.43123654,1,,,,158 SHIT IS BAD - get Orig Pos,86,50.10152931,24.876276129252705 SHIT IS BAD - get Orig Pos,416
60,1700,79.13020391,71.40944677,1,,,,159 SHIT IS BAD - get Orig Pos,324,64.04056924,42.72945270113055 SHIT IS BAD - get Orig Pos,19
61,1939,106.4326678,133.3879679,1,,,,160 SHIT IS BAD - get Orig Pos,159,115.9158879,152.01776455937286 SHIT IS BAD - get Orig Pos,916
62,654,60.221113,57.54016886,1,,,,,,,,
63,2807,74.60960068,71.01492724,1,,,,,,,,
64,3237,162.0732795,278.6492596,1,,,,,,,,
65,49,32.73746814,10.57585288,113,,,,,,,,
66,42,32.41525064,10.19340568,656,,,,,,,,
67,105,44.45603229,18.67979009,4,,,,,,,,
68,298,44.67056075,25.71025089,3,,,,,,,,
69,3700,160.6881903,251.7386476,1,,,,,,,,
70,546,59.93457944,36.11529215,1,,,,,,,,
71,5376,145.4352167,212.2494431,1,,,,,,,,
72,74,36.96495327,13.58718361,15,,,,,,,,
73,714,57.42650807,35.94208375,1,,,,,,,,
74,282,51.55862362,31.05872839,1,,,,,,,,
75,313,52.28993203,31.9209784,1,,,,,,,,
76,3299,87.47684792,81.68737481,1,,,,,,,,
77,2217,117.7062447,135.1043782,1,,,,,,,,
78,3189,126.0531011,218.7936245,1,,,,,,,,
79,984,87.57943925,87.73726333,1,,,,,,,,
80,125,48.44562447,23.17063463,1,,,,,,,,
81,355,52.87829227,26.22849591,1,,,,,,,,
82,484,50.68457944,26.22383634,1,,,,,,,,
83,998,97.08836024,99.18561897,1,,,,,,,,
84,653,51.37064571,34.37137939,1,,,,,,,,
85,1687,67.01104503,106.6990239,1,,,,,,,,
86,875,60.47090059,41.27538485,1,,,,,,,,
87,73,39.05352591,13.54319462,3,,,,,,,,
88,9715,127.3629992,195.406663,1,,,,,,,,
89,823,101.9585811,103.2759036,1,,,,,,,,
90,3377,138.5872982,194.981343,1,,,,,,,,
91,398,63.03759558,39.60231457,1,,,,,,,,
92,223,61.96835174,48.39924913,39,,,,,,,,
96,1480,72.19328802,54.00201802,1,,,,,,,,
97,5895,77.37871708,101.5138427,1,,,,,,,,
98,375,69.25785896,42.59593341,1,,,,,,,,
99,2712,74.71495327,67.76714571,1,,,,,,,,
100,114,38.62298216,17.21581854,2,,,,,,,,
101,321,59.96601529,38.92712229,1,,,,,,,,
102,904,85.46686491,83.92368665,1,,,,,,,,
103,12758,127.6624894,279.2834831,1,,,,,,,,
104,367,50.31287171,25.14986576,1,,,,,,,,
105,288,50.36788445,29.87170537,2,,,,,,,,
106,234,42.28568394,17.34171502,1,,,,,,,,
107,3745,172.480034,304.3075832,1,,,,,,,,
108,265529,172.3343246,3893.403976,1,,,,,,,,
112,288,49.68988955,23.25767721,1,,,,,,,,
113,308,46.62298216,20.92005352,1,,,,,,,,
114,567,53.19817332,28.6146656,1,,,,,,,,
115,54378,173.2463891,835.1292492,1,,,,,,,,
116,470,71.43712829,56.3053115,1,,,,,,,,
117,596,63.59069669,50.74165804,1,,,,,,,,
118,1232,134.7820731,153.4826908,1,,,,,,,,
119,536,50.11491079,25.51320661,1,,,,,,,,
120,771,67.65314359,44.79385565,1,,,,,,,,
121,9248,167.5768904,411.0554739,1,,,,,,,,
122,1629,73.61767205,78.20025789,1,,,,,,,,
123,353,34.41907392,14.06964839,1,,,,,,,,
124,153,46.39082413,18.2410747,1,,,,,,,,
125,1901,94.91163976,90.37883927,1,,,,,,,,
126,5688,120.6835174,155.4338588,1,,,,,,,,
127,4490,111.1038658,136.8375602,1,,,,,,,,
128,1141,102.5031861,95.02699271,1,,,,,,,,
129,1996,94.54566695,76.46681076,1,,,,,,,,
130,69,35.56202209,12.34589707,4,,,,,,,,
131,1848,99.88615123,114.727292,1,,,,,,,,
132,400,56.17374681,34.31827849,1,,,,,,,,
133,476,53.91758709,53.45379702,1,,,,,,,,
138,1338,73.00807137,53.85685363,1,,,,,,,,
139,3336,127.0072218,161.3247487,1,,,,,,,,
140,778,72.20050977,51.95361535,1,,,,,,,,
143,1318,89.28674596,102.0247826,1,,,,,,,,
144,325,50.47451147,27.61555602,1,,,,,,,,
145,434,46.55947324,22.80830661,1,,,,,,,,
146,9799,92.85492778,242.3883893,1,,,,,,,,
147,23532,174.7538233,513.9684086,1,,,,,,,,
148,2507,134.1361512,188.1305268,1,,,,,,,,
150,474,72.66100255,68.46879574,6,,,,,,,,
151,21192,105.3124469,326.1429329,1,,,,,,,,
152,18713,103.2782498,290.7816004,1,,,,,,,,
153,1052,70.40314359,55.58665809,1,,,,,,,,
154,8335,99.76699235,154.1372868,1,,,,,,,,
155,105,44.45603229,18.67979009,4,,,,,,,,
156,250,49.8031011,22.04961037,1,,,,,,,,
157,3966,156.2504248,195.259503,1,,,,,,,,
161,256,80.44116398,96.22313338,306,,,,,,,,
162,493,60.79418012,41.74203041,1,,,,,,,,
163,1870,76.37234494,61.33697729,1,,,,,,,,
164,16965,141.5057349,294.1367721,1,,,,,,,,
165,288,47.59027188,22.50655826,1,,,,,,,,
166,584,68.72344945,44.94617269,1,,,,,,,,
167,8216,147.7449023,257.4934049,1,,,,,,,,
168,288,57.70879354,31.59575591,1,,,,,,,,
169,3783,94.60768904,99.29124406,1,,,,,,,,
170,452,21.10790144,21.79194695,1,,,,,,,,
171,175,51.91588785,26.14047199,7,,,,,,,,
172,2525,123.4303314,164.4682041,1,,,,,,,,
173,424,69.53887001,48.55225593,1,,,,,,,,
174,485,55.78674596,31.55420379,1,,,,,,,,
175,1459,101.2848343,106.9840179,1,,,,,,,,
176,197,53.09940527,27.10723802,1,,,,,,,,
177,485,53.58920986,29.49967791,1,,,,,,,,
178,266,51.24001699,28.25587352,1,,,,,,,,
,,,,9.271428571,,,,,,,,
